ddyg,dosage_and_administration,drug_properties,flavor_and_meridian_tropism,functions_of_curing,latin,medicinal_parts,name,nmedicinal_partsame,other_name,pinyin,plant,process,production_place,taboos,type_
《神农本草经》,内服：入丸、散1.5～3g。外用：适量，研细调敷或点眼。,晶体短拄状或板状。通常呈粒状、肾状、散射状、土状等块状体或被覆在其他铜矿之表面，呈深蓝色。条痕为浅蓝色。光泽呈玻璃状、金刚石状或土状。半透明至不透明。断口呈贝壳状，硬度3.5～4。比重3.7～3.9。性脆。,平；酸、咸；归肝经；有小毒,祛痰，催吐，破积，明目。用于风痰癫痫，惊风，目痛，目翳，创伤，痈肿。,Azurite,矿石,扁青,矿石,白青、碧青、石青、大青,BIAN QING,,全年可采挖。除去杂质，砸碎。,广东阳春,,化痰止咳平喘药
《神农本草经》,内服：研末，1～3g；或入丸、散。外用：适量，研末撒，或吹喉，或调敷，或化水洗漱。,本品呈不规则的块状或粒状。无色或淡黄白色，透明或半透明。表面略平滑或凹凸不平，细密纵棱，有玻璃样光泽。质硬而脆。气微，味酸、微甘而极涩。,寒；酸、涩；归肺、脾、肝、大肠经,外用解毒杀虫，燥湿止痒；内服止血止泻，祛风除痰。外治用于湿疹，疥癣，?耳流脓；内服用于久泻不止，便血，崩漏，癫痫发狂。枯矾收湿敛疮，止血化腐。用于湿疹湿疮，?耳流脓，阴痒带下，鼻衄齿衄，鼻肉。,Alumen,明矾石经加工提炼制成结晶,白矾,明矾石经加工提炼制成结晶,矾石、理石、白君、明矾、生矾、云母矾,BAI FAN,,全年均可采挖。将采得的明矾石，打碎加水溶解，滤过，滤液加热浓缩，放冷析出结晶。,福建矾山,本品内服过量易致呕吐，体虚胃弱者慎服。,外用药
《神农本草经》,内服：煎汤，9～15g。外用：适量。,晶体呈立方体状，也有呈棱形十二面体、八面体状的，但少见，通常成致密块状及散粒状产出。表面常被氧化而有蓝紫色斑状青色，新鲜断面呈古铜褐色。条痕为淡灰黑色。半金属光泽。不透明。断口参差状。硬度3。比重4.9～5.0。性脆。具导电性。,寒；咸；归心、肺经,镇心利肺，降气坠痰，续筋接骨。用于心烦不安，小儿易惊，肺热咳嗽，肺痨咳血，骨折，扭伤，跌打损伤。,Bornite,矿石,紫铜矿,矿石,,ZI TONG KUANG,,全年均可采。除去杂石或火煅末用。,吉林盘石,,安神药
《神农本草经》,内服：0.3～0.6g。外用：适量，研末调敷。,晶面有条纹，双晶常呈十字形，颜色锡白色，断面纲灰色。条痕灰黑色，金属光泽，不透明，性脆，以铁锤击之。发生蒜臭的气味。,热；辛、甘；归脾、肝、肾经；毒,"消冷积，祛寒湿，蚀恶肉，杀虫。用于痼冷腹痛，积聚坚癖,风冷湿痹,痔瘘息肉，恶疮癣疾。",Arsenopyrite,矿石,?N石,矿石,?N、青分石、立制石、固羊石、太白石、石盐、白?N石,YU SHI,,全年均可采收。采后淬煅。,湖南临武,,温里药
《神农本草经》,内服：煎汤，6～12g；或入丸、散。外用：适量，研末调敷。,本品为不规则块状。粉白色或类白色，有的带有浅红色或淡黄色斑纹或条纹；条痕白色。体较轻，质软，用指甲克刻划成痕。断面土状光泽。吸水性强，舔之粘舌，嚼之无沙粒肝感；具土腥气，味微。,平；甘、酸；归肺、胃、大肠经,涩肠，止血。用于久泻，久痢，崩漏带下，遗精。,Kaolinitum,矿石,白石脂,矿石,白符,BAI SHI ZHI,,全年可采。除去泥土、杂石。,江苏苏州,有湿热积滞者禁用。,收涩药
《神农本草经》,内服：煎汤3～6g；或入丸、散。,为不规则的片状，一般长2～6厘米，厚约5毫米。色金黄、或暗棕色至墨绿棕色。表面光滑，有网状纹理，具金属光泽。质柔软，可用指甲刻划并留浅色痕迹。断面呈层状，无光泽；易剥离成薄层。薄层具可塑性，可随意挠屈，甚易用手撕断。灼热后迅速膨胀。气微，味淡。煅过的金精石表面有黄色无光的斑点，质较脆。以块大、色金黄、质柔软、无杂质者为佳。,寒；咸；归心、肝、肾经,镇惊安神，祛翳明目。用于目疾翳障，心悸怔忡和夜不安眠。,Vermiculite,矿石,金精石,矿石,蛭石、猫金,JIN JING SHI,,全年均可采挖。。采得后，除去泥沙、杂石，挑选纯净的块片。,内蒙古包头,,安神药
《神农本草经》,内服：煎汤，10～30g；打碎先煎；或入丸、散；或浸酒。外用：适量，研末敷。,本品为块状集合体，呈不规则块状，或略带方形，多具棱角。灰黑色或棕褐色，条痕黑色，具金属光泽。体重，质坚硬，端面不整齐。具磁性。有土腥气，无味。,寒；咸；归心、肝、肾经；小毒,平肝潜阳，聪耳明目，镇惊安神，纳气平喘。用于头晕目眩，视物昏花，耳鸣耳聋，惊悸失眠，肾虚气喘。,Magnetitum,矿石,磁石,矿石,玄石、磁君、吸铁石、铁石、处石,CI SHI,,全年均可采。采挖后，除去杂石。,河北,脾胃虚弱者慎服，不宜多服、久服。,安神药
《神农本草经》,内服：煎汤，9～15g；或入丸、散。外用：适量，捣敷。,圆形，长4～7mm，直径1.5～3mm。表面黄白色或淡黄色棕色，外包膜质内种皮，顶端略尖，有深褐色的小点，基部钝圆。质软，富油性。气微香，味淡。,平；甘；归心、肾、大肠经,养心安神，止汗，润肠。用于虚烦失眠，心悸怔忡，阴虚盗汗，肠燥便秘。,Semen Platycladi,种仁,柏子仁,种仁,柏实、柏子、柏仁、侧柏子,BAI ZI REN,,秋、冬二季采收成熟种子。晒干，除去种皮，收集种仁。,山东、河南、河北,便溏及痰多者慎服。,安神药
《神农本草经》,内服：煎汤，9～15g；或入丸、散。外用：适量，研末调敷。,本品呈卷曲筒状或半筒状，长40～80cm，厚0.1～0.3cm。外表面灰棕色至灰褐色，稍有纵皱纹，有的成浅裂纹，密生明显的椭圆形横向皮孔，棕色或棕红色，偶有突起的横棱或较大的圆形枝痕，常附有地衣斑；内表面淡黄棕色或黄白色，平滑，有细密纵纹。质硬而脆，易折断，断面呈纤维性片状，淡黄棕色或黄白色。气微香，味淡、微涩、稍刺舌，而后喉头有不适感。,平；甘；归心、肝经,解郁安神，活血消肿。用于心神不安，忧郁失眠，肺痈疮肿，跌扑伤痛。,Cortex Albiziae,树皮,合欢皮,树皮,合昏皮、夜合皮、合欢木皮,HE HUAN PI,,夏、秋二季剥取。晒干。,全国各地均产,溃疡病及胃炎患者慎服，风热自汗、外感不眠者禁服。,安神药
《神农本草经》,内服：煎汤，15～30g，打碎先煎；或入丸、散。外用：适量，研粉外敷或点眼。,三角帆蚌：略呈不等边四角形。壳面生长轮呈同心环状排列。后背缘向上突起，形成大的三角形帆状后翼。壳内面外套痕明显；前闭壳肌痕呈卵圆形，后闭壳肌痕略呈三角形。左右壳均具两枚拟主齿，左壳具两枚长条形侧齿，右壳具一枚长条形侧齿；具光泽。质坚硬。气微腥，味淡。褶纹冠蚌：呈不等边三角形。后背缘向上伸展成大形的冠。壳内面外套痕略明显；前闭壳肌痕大呈楔形，后闭壳肌痕呈不规则卵圆形，在后侧齿下方有与壳面相应的纵肋和凹沟。左、右壳均具一枚短而略粗后侧齿及一枚细弱的前侧齿，均无拟主齿。马氏珍珠贝：呈斜四方形，后耳大，前耳小，背缘平直，腹缘圆，生长线极细密，成片状。闭壳肌痕大，长圆形，具一凸起的长形主齿。,寒；咸；归肝、心经,平肝潜阳，定惊明目。用于头痛眩晕，烦躁失眠，肝热目赤，肝虚目昏。,Concha Margaritifera,蚌壳或珍珠贝,珍珠母,蚌壳或珍珠贝,珠牡、珠母、明珠母,ZHEN ZHU MU,,全年均可采集。去肉，洗净，干燥。,全国各地江河湖均产,脾胃虚寒者慎服。,平肝息风药
《神农本草经》,内服：煎汤，15～30g，先煎；或入丸、散。外用：适量，研末干撒或调敷。,近江牡蛎：呈圆形、卵圆形或三角形等。右壳外面稍不平，有灰、紫、棕、黄等色，环生同心鳞片，幼体者鳞片薄而脆，多年生长后鳞片层层相叠，内面白色，边缘有的淡紫色。长牡蛎：呈长片状，背腹缘几平行，长10～50cm，高4～15cm。右壳较小，鳞片坚厚，层状或层纹状排列。壳外面平坦或具数个凹陷，淡紫色、灰白色或黄褐色；内面瓷白色，壳顶二侧无小齿。左壳凹陷深，鳞片较右壳粗大，壳顶附着面小。质硬，断面层状，洁白。无臭，味微咸。大连湾牡蛎：呈类三角形，背腹缘呈八字形。右壳外面淡黄色，具疏松的同心鳞片，鳞片起伏成波浪状，内面白色。左壳同心鳞片坚厚，自壳顶部放射肋数个，明显，内面凹下呈盒状，铰合面小。,微寒；咸；归肝、胆、肾经,平肝潜阳，软坚散结，收敛固涩。用于惊悸失眠，眩晕耳鸣，瘰疬痰核，?L瘕痞块。,Concha Ostreae,贝壳,牡蛎,贝壳,蛎蛤、左顾牡蛎、牡蛤、海蛎子壳、海蛎子皮、左壳,MU LI,,全年均可采集。去肉，洗净，晒干。,我国沿海一带均产,不宜多服久服，以免引起便秘和消化不良。,平肝息风药
《神农本草经》,内服：煎汤15～30g，打碎先煎；研末，每次3g；或入丸、散。外用：适量，研末撒或调敷。,"本品主含三氧化二铁（Fe2O3）,为鲕状、豆状、肾状集合体，多呈不规则的扁平块状。暗棕红色或灰黑色，条痕樱红色或红棕色，有的有金属光泽。一面多有圆形的突起，习称“钉头”，另一面与突起相对应处有同样大小的凹窝。体重，质硬，砸碎后断面显层叠状。气微，味淡。",寒；苦；归肝、心经,平肝，潜阳，降逆，止血。用于眩晕耳鸣，呕吐，呃逆，噫气，喘息，吐血、衄血，崩漏下血。,Haematitum,矿石,赭石,矿石,代赭石、须丸、赤土、代赭、血师、紫朱、土朱、铁朱、红石头、赤赭石,ZHE SHI,,全年均可采挖。采挖后，除去杂石。,山西、河北、河南,虚寒证孕妇慎服。,平肝息风药
《神农本草经》,内服；煎汤，6～15g；或入丸、散。外用：适量，煎水洗，或研末调敷。,本品由5个分果瓣组成，呈放射状排列，直径7～12mm。常裂为单一的分果瓣，分果瓣呈斧状，长3～6mm；背部黄绿色，隆起，有纵棱及多数小刺，并有对称的长刺和短刺各1对，两侧面粗糙，有网纹，灰白色。质坚硬。无臭，味苦、辛。,平；苦、辛；归肝经,平肝解郁，活血祛风，明目，止痒。用于头痛眩晕，胸胁胀痛，乳闭乳痈，目赤翳障，风疹瘙痒。,Fructus Tribuli,果实,蒺藜,果实,茨、刺蒺藜、蒺藜子、白蒺藜、杜蒺藜、三角蒺藜、三角刺、野菱角、硬蒺藜,JI LI,,秋季果实成熟时采割植株。晒干，打下果实，除去杂质。,东北、华北、西北,血虚气弱及孕妇慎服。,平肝息风药
《神农本草经》,内服：煎汤，6～10g；或泡茶。,"本品多皱缩卷曲，有的破碎，完整叶片展平后呈椭圆形或卵圆状披针形或卵圆状披针形，长2～5cm，0.5～2cm,淡绿色或灰绿色，先端钝，有小芒尖，基部钝圆或楔形，边缘具细齿，常反卷，两面无毛，叶脉于下表面突起；叶柄细，长约4mm。质脆。气微，味淡。",凉；甘、苦；归肝经,平肝安神，清热利水。用于肝阳眩晕，心悸失眠，浮肿尿少；高血压，神经衰弱，肾炎浮肿。,Folium Apocyni Veneti,叶或全草,罗布麻叶,叶或全草,吉吉麻、泽漆麻、红花草、野茶、罗不的尔,LUO BU MA YE,,夏季采收。除去杂质，干燥。,东北、华北、西北,,平肝息风药
《神农本草经》,内服：煎汤，9～15g；或入散剂，宜后下。,本品茎枝呈圆柱形或类方柱形，长2～3cm，直径0.2～0.5cm，表面红棕色至紫红色者具细纵纹，光滑无毛；黄绿色至灰褐色者有的可见白色点状皮孔，被黄褐色柔毛。多数枝节上对生两个向下弯曲的钩不育花序梗，或仅一侧有钩，另一侧为凸起的疤痕；钩略扁或稍圆，先端细尖，基部较阔；钩基部的枝上可见叶柄脱落后的窝点状痕迹和环状的托叶痕。质坚韧，断面黄棕色，皮部纤维性，髓部黄白色或中空。无臭，味淡。,凉；甘；归肝、心包经,清热平肝，息风定痉。用于头痛眩晕，感冒夹惊，惊痫抽搐，妊娠子痫，高血压。,Ramulus Uncariae Cum Uncis,带钩茎枝,钩藤,带钩茎枝,钓藤、吊藤、钓钩藤、钓钩勾、莺爪风、嫩钩钩、双钩藤、鹰爪风、倒钩刺,GOU TENG,,秋、冬二季采收。去叶，切段，晒干。,福建、广东、广西,脾胃虚寒及无阳热实火者慎服。,平肝息风药
《神农本草经》,内服：煎汤，6～15g（鲜品10～20g）；研末，每次1～2g；鲜品拌糖或盐水化服。外用：适量，研末撒和调涂；鲜品捣烂或取汁涂敷。,广地龙:呈长条状薄片，弯曲，边缘略卷，长15～20cm，宽1～2cm。全体具环节，背部棕褐色至紫灰色，腹部浅黄棕色；第14～16环节为生殖带，习称“白颈”，较光亮。体前端稍尖，尾端钝圆，刚毛圈粗糙而硬，色稍浅。雄生殖孔在第18环节腹侧刚毛圈一小孔突上，外缘有数环绕的浅皮褶，内侧刚毛圈隆起，前面两边有横排一排或二排小乳突，每边10～20个不等。受精囊孔2对，位于7/8至8/9环节间一椭圆形突起上，约占节周5/11。体轻，略呈革质，不易折断。气腥，味微咸。,寒；咸；归肝、脾、膀胱经,清热定惊，通络，平喘，利尿。用于高热神昏，惊痫抽搐，关节痹痛，肢体麻木，半身不遂，肺热喘咳，尿少水肿；高血压。,Pheretima,全虫体,地龙,全虫体,广地龙,DI LONG,,广地龙春季至秋季捕捉，沪地龙夏季捕捉。及时剖开腹部，除去内脏及泥沙，洗净，晒干或低温干燥。,毛蚓：广东、广西缟蚯蚓：全国各地均产,脾胃虚寒者慎服，孕妇禁服。本品味腥，内服易汁致呕吐，煎剂宜配少量陈皮，或炒香研末装胶囊，可减少此反应,平肝息风药
《神农本草经》,内服：煎汤，3～5g；研末，每次0.5～1g；或入丸、散。蝎尾用量宜为全蝎的1/3。外用：适量，研末掺、熬膏或油浸涂敷。,本品头胸部与前腹部呈扁平长椭圆形，后腹部呈尾状，皱缩弯曲，完整者体长约6cm。头胸部呈绿褐色，前面有1对短小的螯肢及1对较长大的钳状脚须，形似蟹螯，背面覆有梯形背甲，腹面有足4对，均为7节，末端各具2爪钩；前腹部由7节组成，第七节色深，背甲上有5条隆脊线。背面绿褐色，后腹部棕黄色，6节，节上均有纵沟，末节有锐钩状毒刺，毒刺下方无距。气微腥，味咸。,平；辛；归肝经；毒,息风镇痉，攻毒散结，通络止痛。于小儿惊风，抽搐痉挛，中风口喁，半身不遂，破伤风，风湿顽痹，偏正头痛，疮疡，瘰疬。,Scorpio,干燥体,全蝎,干燥体,全虫、主薄虫、杜伯、茯背虫,QUAN XIE,,春末至秋初捕捉。除去泥沙，置沸水或沸盐水中，煮至全身僵硬，捞出，置通风处，阴干。,河南、山东、湖北,血虚生风及孕妇禁服。,平肝息风药
